Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
An integrated systems approach to plateau ecosystem management—a scientific application in Qinghai and Tibet plateau;Information Systems Frontiers;;17;2;10.1007/s10796-012-9406-5;Fang LiuZhuming BiEric L. XuQin GaQuanyu YangYingzhong YangLan MaTana WurenRili Ge;2015;http://link.springer.com/article/10.1007/s10796-012-9406-5;Article
An internet of old things as an augmented memory system;Personal and Ubiquitous Computing;;17;2;10.1007/s00779-011-0496-8;Ralph BarthelKerstin Leder MackleyAndrew Hudson-SmithAngelina KarpovichMartin de JodeChris Speed;2013;http://link.springer.com/article/10.1007/s00779-011-0496-8;Article
An ontology-driven personalized food recommendation in IoT-based healthcare system;The Journal of Supercomputing;;;;10.1007/s11227-018-2331-8;V. SubramaniyaswamyGunasekaran ManogaranR. LogeshV. VijayakumarNaveen ChilamkurtiD. MalathiN. Senthilselvan;2018;http://link.springer.com/article/10.1007/s11227-018-2331-8;Article
An updated review and conceptual model for optimizing WEEE management in China from a life cycle perspective;Frontiers of Environmental Science & Engineering;;11;5;10.1007/s11783-017-0985-8;Xiaolong SongJingwei WangJianxin YangBin Lu;2017;http://link.springer.com/article/10.1007/s11783-017-0985-8;Article
Analysis and outlook of applications of blockchain technology to equity crowdfunding in China;Financial Innovation;;2;1;10.1186/s40854-016-0044-7;Huasheng ZhuZach Zhizhong Zhou;2016;http://link.springer.com/article/10.1186/s40854-016-0044-7;Article
Analysis of Blockchain technology: pros, cons and SWOT;Cluster Computing;;;;10.1007/s10586-018-2387-5;M. NiranjanamurthyB. N. NithyaS. Jagannatha;2018;http://link.springer.com/article/10.1007/s10586-018-2387-5;Article
Analyzing, modeling and evaluating dynamic adaptive fault tolerance strategies in cloud computing environments;The Journal of Supercomputing;;66;1;10.1007/s11227-013-0898-7;Dawei SunGuiran ChangChangsheng MiaoXingwei Wang;2013;http://link.springer.com/article/10.1007/s11227-013-0898-7;Article
Android RMI: a user-level remote method invocation mechanism between Android devices;The Journal of Supercomputing;;72;7;10.1007/s11227-015-1471-3;HeeEun KangKihyun JeongKwonyong LeeSungyong ParkYoungjae Kim;2016;http://link.springer.com/article/10.1007/s11227-015-1471-3;Article
Anti-reversible dynamic tamper detection scheme using distributed image steganography for IoT applications;The Journal of Supercomputing;;;;10.1007/s11227-016-1848-y;Sung Ryoung KimJeong Nyeo KimSung Tae KimSunwoo ShinJeong Hyun Yi;2016;http://link.springer.com/article/10.1007/s11227-016-1848-y;Article
Antifragility: systems engineering at its best;Journal of Reliable Intelligent Environments;;1;02/abr;10.1007/s40860-015-0013-3;Eric VerhulstBernhard SputhPieter Van Schaik;2015;http://link.springer.com/article/10.1007/s40860-015-0013-3;Article
Anything Relationship Management;Business & Information Systems Engineering;;4;2;10.1007/s12599-012-0208-6;Dipl.-Kfm. Johannes BritschDipl. Wirtsch.-Inf. Silvia SchachtProf. Dr. Alexander Mädche;2012;http://link.springer.com/article/10.1007/s12599-012-0208-6;Article
Application of ARIMA and SVM mixed model in agricultural management under the background of intellectual agriculture;Cluster Computing;;;;10.1007/s10586-018-2298-5;Qing WenYapeng WangHaodong ZhangZhen Li;2018;http://link.springer.com/article/10.1007/s10586-018-2298-5;Article
Application of emerging technologies in ERP implementation in Indian manufacturing enterprises: an exploratory analysis of strategic benefits;The International Journal of Advanced Manufacturing Technology;;88;01/abr;10.1007/s00170-016-8770-6;Shree RanjanVijay K. JhaPralay Pal;2017;http://link.springer.com/article/10.1007/s00170-016-8770-6;Article
Application safety evaluation of the radio frequency identification tag under magnetic resonance imaging;BioMedical Engineering OnLine;;13;1;10.1186/1475-925X-13-129;Xiaolu FeiShanshan LiShan GaoLan WeiLihong Wang;2014;http://link.springer.com/article/10.1186/1475-925X-13-129;Article
Applications of big data to smart cities;Journal of Internet Services and Applications;;6;1;10.1186/s13174-015-0041-5;Eiman Al NuaimiHind Al NeyadiNader MohamedJameela Al-Jaroodi;2015;http://link.springer.com/article/10.1186/s13174-015-0041-5;Article
Applications of data hiding techniques in medical and healthcare systems: a survey;Network Modeling Analysis in Health Informatics and Bioinformatics;;7;1;10.1007/s13721-018-0169-x;Hedieh Sajedi;2018;http://link.springer.com/article/10.1007/s13721-018-0169-x;Article
Appropriating Video Surveillance for Art and Environmental Awareness: Experiences from ARTiVIS;Science and Engineering Ethics;;;;10.1007/s11948-016-9762-5;Mónica MendesPedro ÂngeloNuno CorreiaValentina Nisi;2016;http://link.springer.com/article/10.1007/s11948-016-9762-5;Article
Architecture and key technologies for Internet of Vehicles: a survey;Journal of Communications and Information Networks;;2;2;10.1007/s41650-017-0018-6;Fangchun YangJinglin LiTao LeiShangguang Wang;2017;http://link.springer.com/article/10.1007/s41650-017-0018-6;Article
Areas of national modernization: Search for priorities;Studies on Russian Economic Development;;28;5;10.1134/S1075700717050070;V. V. KiselevaA. G. Fonotov;2017;http://link.springer.com/article/10.1134/S1075700717050070;Article
Artificial Intelligence, Cybercities and Technosocieties;Minds and Machines;;27;3;10.1007/s11023-016-9412-3;Javier EcheverríaRaúl Tabarés;2017;http://link.springer.com/article/10.1007/s11023-016-9412-3;Article
Artificial super intelligence: beyond rhetoric;AI & SOCIETY;;31;2;10.1007/s00146-016-0651-x;Karamjit S. Gill;2016;http://link.springer.com/article/10.1007/s00146-016-0651-x;Article
Assessing sustainability benefits of cybermanufacturing systems;The International Journal of Advanced Manufacturing Technology;;90;05/ago;10.1007/s00170-016-9428-0;Zhengyi SongYoung Moon;2017;http://link.springer.com/article/10.1007/s00170-016-9428-0;Article
Assessment of attribute-based credentials for privacy-preserving road traffic services in smart cities;Personal and Ubiquitous Computing;;21;5;10.1007/s00779-017-1057-6;J. M. de FuentesL. González-ManzanoJ. Serna-OlveraF. Veseli;2017;http://link.springer.com/article/10.1007/s00779-017-1057-6;Article
Assessment of the availability of near-real time open weather data provided by networks of surface stations in Spain;Earth Science Informatics;;6;3;10.1007/s12145-013-0120-8;Federico-Vladimir Gutierrez-CoreaMiguel-Angel Manso-CallejoAntonio Vázquez-Hoehne;2013;http://link.springer.com/article/10.1007/s12145-013-0120-8;Article
Attacks on and Countermeasures for Two RFID Protocols;Wireless Personal Communications;;96;4;10.1007/s11277-017-4449-z;Xiuqing ChenTianjie CaoRobin DossJingxuan Zhai;2017;http://link.springer.com/article/10.1007/s11277-017-4449-z;Article
Authoring Tools for Designing Intelligent Tutoring Systems: a Systematic Review of the Literature;International Journal of Artificial Intelligence in Education;;;;10.1007/s40593-017-0157-9;Diego DermevalRanilson PaivaIg Ibert BittencourtJulita VassilevaDaniel Borges;2017;http://link.springer.com/article/10.1007/s40593-017-0157-9;Article
Automated Decision-Making and Big Data: Concerns for People With Mental Illness;Current Psychiatry Reports;;18;12;10.1007/s11920-016-0746-6;Scott MonteithTasha Glenn;2016;http://link.springer.com/article/10.1007/s11920-016-0746-6;Article
Automated Execution of Financial Contracts on Blockchains;Business & Information Systems Engineering;;59;6;10.1007/s12599-017-0507-z;Benjamin Egelund-MüllerMartin ElsmanFritz HengleinOmri Ross;2017;http://link.springer.com/article/10.1007/s12599-017-0507-z;Article
Autonomous real-time water quality sensing as an alternative to conventional monitoring to improve the detection of food, energy, and water indicators;Journal of Environmental Studies and Sciences;;6;1;10.1007/s13412-016-0383-8;Ziqian DongFang LiBabak BeheshtiAlan MickelsonMarta PaneroNada Anid;2016;http://link.springer.com/article/10.1007/s13412-016-0383-8;Article
Axiomatic design guidelines for the design of flexible and agile manufacturing and assembly systems for SMEs;International Journal on Interactive Design and Manufacturing (IJIDeM);;;;10.1007/s12008-018-0460-1;Erwin RauchPasquale Russo SpenaDominik T. Matt;2018;http://link.springer.com/article/10.1007/s12008-018-0460-1;Article
BIM-based Data Mining Method considering Data Integration and Function Extension;KSCE Journal of Civil Engineering;;22;5;10.1007/s12205-017-0561-6;Tae Wook KangHyun Sang Choi;2018;http://link.springer.com/article/10.1007/s12205-017-0561-6;Article
BPMN-E2: a BPMN extension for an enhanced workflow description;Software & Systems Modeling;;;;10.1007/s10270-018-0669-2;Mateo Ramos-MerinoJuan M. Santos-GagoLuis M. Álvarez-SabucedoVictor M. Alonso-RorisJavier Sanz-Valero;2018;http://link.springer.com/article/10.1007/s10270-018-0669-2;Article
Basic research on machinery fault diagnostics: Past, present, and future trends;Frontiers of Mechanical Engineering;;13;2;10.1007/s11465-018-0472-3;Xuefeng ChenShibin WangBaijie QiaoQiang Chen;2018;http://link.springer.com/article/10.1007/s11465-018-0472-3;Article
Behavior pattern clustering in blockchain networks;Multimedia Tools and Applications;;76;19;10.1007/s11042-017-4396-4;Butian HuangZhenguang LiuJianhai ChenAnan LiuQi LiuQinming He;2017;http://link.springer.com/article/10.1007/s11042-017-4396-4;Article
Being a ‘citizen’ in the smart city: up and down the scaffold of smart citizen participation in Dublin, Ireland;GeoJournal;;;;10.1007/s10708-018-9845-8;Paolo CardulloRob Kitchin;2018;http://link.springer.com/article/10.1007/s10708-018-9845-8;Article
Beyond Connectivity: The Internet of Food Architecture Between Ethics and the EU Citizenry;Journal of Agricultural and Environmental Ethics;;30;3;10.1007/s10806-017-9675-6;Luca Leone;2017;http://link.springer.com/article/10.1007/s10806-017-9675-6;Article
Big Data & Analytics for Societal Impact: Recent Research and Trends;Information Systems Frontiers;;20;2;10.1007/s10796-018-9846-7;Ashish GuptaAmit DeokarLakshmi IyerRamesh ShardaDave Schrader;2018;http://link.springer.com/article/10.1007/s10796-018-9846-7;Article
Big Data Analytics: A Review on Theoretical Contributions and Tools Used in Literature;Global Journal of Flexible Systems Management;;18;3;10.1007/s40171-017-0159-3;Purva GroverArpan Kumar Kar;2017;http://link.springer.com/article/10.1007/s40171-017-0159-3;Article
Big Data Processing for Renewable Energy Telemetry Using a Decentralized Cloud M2M System;Wireless Personal Communications;;87;3;10.1007/s11277-015-2527-7;George SuciuAlexandru VulpeAlexandru MartianSimona HalungaDragos Nicolae Vizireanu;2016;http://link.springer.com/article/10.1007/s11277-015-2527-7;Article
Big Data and Health Economics: Strengths, Weaknesses, Opportunities and Threats;PharmacoEconomics;;34;2;10.1007/s40273-015-0306-7;Brendan Collins;2016;http://link.springer.com/article/10.1007/s40273-015-0306-7;Article
Big Data and Residential Energy Efficiency Evaluation;Current Sustainable/Renewable Energy Reports;;5;1;10.1007/s40518-018-0098-4;Yueming QiuAnand Patwardhan;2018;http://link.springer.com/article/10.1007/s40518-018-0098-4;Article
Big Data is a big deal but how much data do we need?;AStA Wirtschafts- und Sozialstatistisches Archiv;;10;02/mar;10.1007/s11943-016-0191-3;Nikolaos Askitas;2016;http://link.springer.com/article/10.1007/s11943-016-0191-3;Article
Big Data;Business & Information Systems Engineering;;6;5;10.1007/s12599-014-0338-0;Professor Vasant DharProfessor Dr. Matthias JarkeDr. Jürgen Laartz;2014;http://link.springer.com/article/10.1007/s12599-014-0338-0;Article
Big Data, Internet of Things and Cloud Convergence – An Architecture for Secure E-Health Applications;Journal of Medical Systems;;39;11;10.1007/s10916-015-0327-y;George SuciuVictor SuciuAlexandru MartianRazvan CraciunescuAlexandru VulpeIoana MarcuSimona HalungaOctavian Fratu;2015;http://link.springer.com/article/10.1007/s10916-015-0327-y;Article
Big Data: A Survey;Mobile Networks and Applications;;19;2;10.1007/s11036-013-0489-0;Min ChenShiwen MaoYunhao Liu;2014;http://link.springer.com/article/10.1007/s11036-013-0489-0;Article
Big Historical Foundations for Deep Future Speculations: Cosmic Evolution, Atechnogenesis, and Technocultural Civilization;Foundations of Science;;22;1;10.1007/s10699-015-9434-y;Cadell Last;2017;http://link.springer.com/article/10.1007/s10699-015-9434-y;Article
Big data analytics capabilities: a systematic literature review and research agenda;Information Systems and e-Business Management;;;;10.1007/s10257-017-0362-y;Patrick MikalefIlias O. PappasJohn KrogstieMichail Giannakos;2017;http://link.springer.com/article/10.1007/s10257-017-0362-y;Article
Big data for development: applications and techniques;Big Data Analytics;;1;1;10.1186/s41044-016-0002-4;Anwaar AliJunaid QadirRaihan ur RasoolArjuna SathiaseelanAndrej ZwitterJon Crowcroft;2016;http://link.springer.com/article/10.1186/s41044-016-0002-4;Article
Big data in smart cities;Science China Information Sciences;;58;10;10.1007/s11432-015-5396-5;DeRen LiJianJun CaoYuan Yao;2015;http://link.springer.com/article/10.1007/s11432-015-5396-5;Article
Big data on the shop-floor: sensor-based decision-support for manual processes;Journal of Business Economics;;;;10.1007/s11573-017-0890-4;Nikolai SteinJan MellerChristoph M. Flath;2018;http://link.springer.com/article/10.1007/s11573-017-0890-4;Article
Big data: the key to energy efficiency in smart buildings;Soft Computing;;20;5;10.1007/s00500-015-1679-4;M. Victoria MorenoLuc DufourAntonio F. SkarmetaAntonio J. JaraDominique GenoudBruno LadevieJean-Jacques Bezian;2016;http://link.springer.com/article/10.1007/s00500-015-1679-4;Article
Bitcoin, crypto-coins, and global anti-money laundering governance;Crime, Law and Social Change;;69;2;10.1007/s10611-017-9756-5;Malcolm Campbell-Verduyn;2018;http://link.springer.com/article/10.1007/s10611-017-9756-5;Article
Blockchain Technology in Business and Information Systems Research;Business & Information Systems Engineering;;59;6;10.1007/s12599-017-0505-1;Prof. Dr. Roman BeckProf. Dr. Michel AvitalProf. Dr. Matti RossiProf. Dr. Jason Bennett Thatcher;2017;http://link.springer.com/article/10.1007/s12599-017-0505-1;Article
Blockchain application and outlook in the banking industry;Financial Innovation;;2;1;10.1186/s40854-016-0034-9;Ye GuoChen Liang;2016;http://link.springer.com/article/10.1186/s40854-016-0034-9;Article
Blockchain-based sharing services: What blockchain technology can contribute to smart cities;Financial Innovation;;2;1;10.1186/s40854-016-0040-y;Jianjun SunJiaqi YanKem Z. K. Zhang;2016;http://link.springer.com/article/10.1186/s40854-016-0040-y;Article
